source,scraped_at,url,sku,title,product_id,seller_id,region,price,original_price,currency,discount_pct,saving_text,sold_count,review_count,rating,shop_name,shop_rating,shop_sold_count,shop_review_count,shop_followers,shop_product_count,shop_url,description,image_urls,video_count,image_count,sku_count,sale_properties,shipping_fee,package_weight_g,package_length_cm,package_width_cm,package_height_cm,is_pre_order,site_says_bot,site_risk_level,page,position
shop.tiktok.com,2026-09-22T22:56:30Z,https://shop.tiktok.com/view/product/1732432759321694958,1732432759321694958,"FUFFi-4G Smartphone, Octa-core Processor, Dual SIM, 6.8-inch HD Display, 6GB RAM + 64GB Storage, 4100mAh Battery, 8MP Front + 20MP Rear Camera, Stylus Function, GPS, Cellphone",1732432759321694958,8655572138322465518,en-US,94.81,206.1,USD,54.0,Saving $111.29,35,4,4.5,FUFFi Hub Store,4.0,784,42,69,10,https://shop.tiktok.com/us/store/fuffi-hub-store/8655572138322465518,"【Dual SIM Support】: Enjoy flexibility with dual SIM functionality, allowing you to manage two numbers seamlessly.
【Large Screen】: Experience immersive visuals with a 6.8-inch HD display, perfect for media consumption.
【Ample Storage】: Store all your apps, photos, and files with 64GB of storage space.
【Powerful Processor】: Benefit from an octa-core processor for smooth performance and multitasking.
【Advanced Cameras】: Capture high-quality photos with an 8MP front camera and a 20MP rear camera.",https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/eb3c5565cc824c88b0750f0ea375c0f5~tplv-fhlh96nyum-crop-webp:1200:1200.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/3d73727aa6d746ee8f85ac9f0f31286f~tplv-fhlh96nyum-crop-webp:2400:2400.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/7c3a94e11fe244b5800f0d98586347ce~tplv-fhlh96nyum-crop-webp:1500:1500.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/d9bf702871e74aa79febe88194a2779b~tplv-fhlh96nyum-crop-webp:1500:1500.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/7951d220c2af4cabb702d06df1e07ee9~tplv-fhlh96nyum-crop-webp:1500:1500.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/19cf9ecd85cb40d8ad6b92284e26484a~tplv-fhlh96nyum-crop-webp:1500:1500.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/e3f4d5fd070841779cdd63bc6ad15b3d~tplv-fhlh96nyum-crop-webp:1500:1500.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/a3011a7f49cc49d89562ae6ddc4c382f~tplv-fhlh96nyum-crop-webp:2000:2000.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839 | https://p16-oec-general.ttcdn-us.com/tos-maliva-i-o3syd03w52-us/ca6d70bde6f64005b817aafda2e5cf34~tplv-fhlh96nyum-crop-webp:1200:1200.webp?dr=12190&t=555f072d&ps=933b5bde&shp=8dbd94bf&shcp=607f11de&idc=useast5&from=2378011839,1,9,2,Color | Specification,7.99,432,17,9,4,False,False,low,1,1
